entity_uuid,competitor_uuid,created_at,updated_at
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,7066da9d-c52d-a95a-c34f-937f7667efc9,2014-04-20 10:47:00 +0000,2014-04-20 10:47:00 +0000
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,525a383c-d974-f7b3-cf1c-e26204292173,2014-04-20 10:46:48 +0000,2014-04-20 10:46:48 +0000
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,525a383c-d974-f7b3-cf1c-e26204292173,2014-04-20 10:46:48 +0000,2014-04-20 10:46:48 +0000
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,5da34aa2-4f1b-4203-f5be-d7e9b3898a72,2014-04-20 10:46:33 +0000,2014-04-20 10:46:33 +0000
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,5da34aa2-4f1b-4203-f5be-d7e9b3898a72,2014-04-20 10:46:33 +0000,2014-04-20 10:46:33 +0000
b8eeb349-49f3-9ece-fae7-13b1cd193e02,fc5fbe7a-562d-d577-b05e-46797caa134c,2014-04-20 10:46:09 +0000,2014-04-20 10:46:09 +0000
b8eeb349-49f3-9ece-fae7-13b1cd193e02,ee17319e-f5ee-9c9a-6500-edf82b4fbf05,2014-04-20 10:46:08 +0000,2014-04-20 10:46:08 +0000
b8eeb349-49f3-9ece-fae7-13b1cd193e02,1e4f199c-363b-451b-a164-f94571075ee5,2014-04-20 10:46:08 +0000,2014-04-20 10:46:08 +0000
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,ebc5db43-f6c0-8fb1-bb49-ddded56ba46b,2014-04-20 10:46:05 +0000,2014-04-20 10:46:05 +0000
6827f18b-09a0-58e4-ab12-0c26b8d2bda5,ebc5db43-f6c0-8fb1-bb49-ddded56ba46b,2014-04-20 10:46:05 +0000,2014-04-20 10:46:05 +0000
