funding_round_uuid,investor_uuid,is_lead_investor
6cbe794b-9ce3-b49e-a228-1e6cfcafa694,5e974e57-a4d1-0440-0634-0767216c0c30,f
6cbe794b-9ce3-b49e-a228-1e6cfcafa694,0c867fde-2b9a-df10-fdb9-66b74f355f91,f
6cbe794b-9ce3-b49e-a228-1e6cfcafa694,fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,f
6cbe794b-9ce3-b49e-a228-1e6cfcafa694,86e28c43-f909-3d93-d5b5-6597e2ea1889,t
6cbe794b-9ce3-b49e-a228-1e6cfcafa694,4001d66b-3b77-3686-9f6e-ec8d262015db,f
6cbe794b-9ce3-b49e-a228-1e6cfcafa694,841a8523-0140-02bd-b751-04eda63b29f8,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,1136a450-8a97-40f4-d9c8-e8ffeb529de3,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,94f0c753-e73f-36dc-7964-03d6f09a4c1d,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,ec7c19d9-e059-98a7-417a-66761eab14b0,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,b046ed22-3463-4f93-b06c-3de168822ee9,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,4e63554d-88df-c818-ea0e-ef56bce74ec4,f
3a9beb9e-270a-9752-54a8-bb8f38fb0cc0,b915e540-3377-6a2a-651e-6fd7c0787e26,t
3a1aea4d-0ca6-0aec-606d-aa8547091abf,6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,1589266b-009f-b27d-0ce9-80bf305d8fd1,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,3656c100-5adc-f9ca-2c0f-91d6f327676a,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,d0542866-14fa-a7b8-3ac0-66ba61e6641f,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,20ab1820-02d0-e1bc-fc09-8ce43f4587bb,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,29b3960d-42b8-066c-f995-87113cca2dc5,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,fae2cb74-5e14-e309-bdca-254093d2db6c,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,688e734a-d0c6-16f2-d7b3-287c22306cb8,f
3a1aea4d-0ca6-0aec-606d-aa8547091abf,2140d323-b484-b5fe-b3e8-520d8ba12e2c,f
